sorghum3,Pv1_jcvi
Sobic.001G075201,No Gene
Sobic.001G075300,Pavagv11001819m
Sobic.001G075200,No Gene
Sobic.001G075400,Pavagv11001823m
Sobic.001G075500,No Gene
Sobic.001G075600,Pavagv11001824m
Sobic.001G075700,Pavagv11001825m
Sobic.001G075800,Pavagv11001826m
Sobic.001G075900,Pavagv11001827m
Sobic.001G075950,No Gene
Sobic.001G076000,Pavagv11001829m
Sobic.001G076100,Pavagv11001830m
Sobic.001G076200,Pavagv11001832m
Sobic.001G076300,Pavagv11001833m
Sobic.001G076400,Pavagv11001834m
Sobic.001G076500,Pavagv11001836m
Sobic.001G076600,Pavagv11001837m
Sobic.001G076700,Pavagv11001838m
Sobic.001G076800,Pavagv11001839m
Sobic.001G076850,No Gene
Sobic.001G076900,Pavagv11001841m
Sobic.001G077000,Pavagv11001842m
Sobic.001G077100,Pavagv11001843m
Sobic.001G077200,Pavagv11001844m
Sobic.001G077300,Pavagv11001845m
Sobic.001G077400,Pavagv11001847m
Sobic.001G077500,Pavagv11001849m
Sobic.001G077600,Pavagv11001850m
Sobic.001G077700,Pavagv11001851m
Sobic.001G077800,Pavagv11001852m
Sobic.001G077900,Pavagv11001855m
Sobic.001G078000,Pavagv11001856m
Sobic.001G078100,Pavagv11001857m
Sobic.001G078200,Pavagv11001860m
Sobic.001G078300,Pavagv11001861m
Sobic.001G078400,Pavagv11001865m
Sobic.001G078500,Pavagv11001867m
Sobic.001G078600,Pavagv11001868m
Sobic.001G078700,Pavagv11001869m
Sobic.001G078800,Pavagv11001870m
Sobic.001G078900,Pavagv11001871m
Sobic.001G079000,No Gene
Sobic.001G079100,Pavagv11001873m
Sobic.001G079150,No Gene
Sobic.001G079200,Pavagv11001879m
Sobic.001G079300,Pavagv11001881m
Sobic.001G079401,No Gene
Sobic.001G079500,Pavagv11001885m
Sobic.001G079600,Pavagv11001891m
Sobic.001G079700,Pavagv11001893m
Sobic.001G079900,Pavagv11001897m
Sobic.001G080000,Pavagv11001899m
Sobic.001G080100,Pavagv11001900m
Sobic.001G080200,Pavagv11001904m
Sobic.001G080300,Pavagv11001933m
Sobic.001G080500,No Gene
Sobic.001G080600,Pavagv11001906m
Sobic.001G080700,Pavagv11001908m
Sobic.001G080800,Pavagv11001909m
Sobic.001G080900,Pavagv11001910m
Sobic.001G080950,No Gene
Sobic.001G081000,No Gene
Sobic.001G081100,Pavagv11001913m
Sobic.001G081300,Pavagv11001914m
Sobic.001G081200,No Gene
Sobic.001G081400,Pavagv11001915m
Sobic.001G081450,No Gene
Sobic.001G081500,No Gene
Sobic.001G081600,Pavagv11001918m
Sobic.001G081700,Pavagv11001919m
Sobic.001G081800,Pavagv11001920m
Sobic.001G081900,Pavagv11001921m
Sobic.001G082000,No Gene
Sobic.001G082100,Pavagv11001923m
Sobic.001G082200,No Gene
Sobic.001G082300,No Gene
Sobic.001G082400,Pavagv11001935m
Sobic.001G082500,No Gene
Sobic.001G082600,Pavagv11001940m
Sobic.001G082700,Pavagv11001941m
Sobic.001G082800,Pavagv11001943m
Sobic.001G082900,Pavagv11001946m
Sobic.001G083000,Pavagv11001948m
Sobic.001G083100,Pavagv11001949m
Sobic.001G083200,Pavagv11001950m
Sobic.001G083300,Pavagv11001951m
Sobic.001G083400,Pavagv11001952m
Sobic.001G083450,No Gene
Sobic.001G083500,Pavagv11001956m
Sobic.001G083600,Pavagv11001958m
Sobic.001G083701,No Gene
Sobic.001G083800,Pavagv11001960m
Sobic.001G083900,Pavagv11026692m
Sobic.001G084000,Pavagv11026693m
Sobic.001G084100,Pavagv11026695m
Sobic.001G084133,No Gene
Sobic.001G084166,No Gene
Sobic.001G084200,Pavagv11026697m
Sobic.001G084300,No Gene
Sobic.001G084400,Pavagv11026698m
Sobic.001G084500,Pavagv11026700m
Sobic.001G084600,No Gene
Sobic.001G084700,Pavagv11026704m
Sobic.001G084900,Pavagv11026705m
Sobic.001G085000,Pavagv11026708m
Sobic.001G085100,Pavagv11026710m
Sobic.001G085200,Pavagv11026712m
Sobic.001G085300,Pavagv11026714m
Sobic.001G085400,Pavagv11026715m
Sobic.001G085450,No Gene
Sobic.001G085500,Pavagv11026717m
Sobic.001G085600,Pavagv11026719m
Sobic.001G085700,Pavagv11026720m
Sobic.001G085800,Pavagv11026721m
Sobic.001G085900,Pavagv11026722m
Sobic.001G086000,Pavagv11026725m
Sobic.001G086100,No Gene
Sobic.001G086050,No Gene
Sobic.001G086200,No Gene
Sobic.001G086300,Pavagv11026726m
Sobic.001G086400,Pavagv11025433m
Sobic.001G086500,Pavagv11025434m
Sobic.001G086600,Pavagv11025435m
Sobic.001G086700,No Gene
Sobic.001G086800,Pavagv11025436m
Sobic.001G086900,Pavagv11025439m
Sobic.001G087000,Pavagv11025442m
Sobic.001G087100,Pavagv11025444m
Sobic.001G087201,No Gene
Sobic.001G087300,No Gene
Sobic.001G087400,Pavagv11025445m
Sobic.001G087500,No Gene
Sobic.001G087600,Pavagv11025446m
Sobic.001G087700,Pavagv11025448m
Sobic.001G087800,Pavagv11025450m
Sobic.001G087850,No Gene
Sobic.001G087900,Pavagv11025451m
Sobic.001G088000,Pavagv11025452m
Sobic.001G088100,Pavagv11025453m
Sobic.001G088200,Pavagv11025454m
Sobic.001G088300,Pavagv11025455m
Sobic.001G088400,Pavagv11025456m
Sobic.001G088450,No Gene
Sobic.001G088500,Pavagv11025457m
Sobic.001G088600,Pavagv11025458m
Sobic.001G088700,No Gene
Sobic.001G088800,Pavagv11025459m
Sobic.001G088900,Pavagv11025460m
Sobic.001G089000,Pavagv11025463m
Sobic.001G089100,Pavagv11025465m
Sobic.001G089200,No Gene
Sobic.001G089300,Pavagv11025467m
Sobic.001G089400,Pavagv11025470m
Sobic.001G089500,Pavagv11025471m
Sobic.001G089600,Pavagv11025472m
Sobic.001G089800,Pavagv11025473m
Sobic.001G089850,No Gene
Sobic.001G089900,No Gene
Sobic.001G090000,Pavagv11025475m
Sobic.001G090100,Pavagv11025477m
Sobic.001G090200,Pavagv11025478m
Sobic.001G090300,No Gene
Sobic.001G090400,Pavagv11025480m
Sobic.001G090500,Pavagv11025482m
Sobic.001G090600,Pavagv11025484m
Sobic.001G090700,Pavagv11025486m
Sobic.001G090800,Pavagv11025487m
Sobic.001G090900,Pavagv11025488m
Sobic.001G091000,Pavagv11025489m
Sobic.001G091100,No Gene
Sobic.001G091200,No Gene
Sobic.001G091300,Pavagv11025490m
Sobic.001G091400,Pavagv11025491m
Sobic.001G091500,Pavagv11025492m
Sobic.001G091600,Pavagv11025493m
Sobic.001G091701,No Gene
Sobic.001G091801,No Gene
Sobic.001G091900,Pavagv11025496m
Sobic.001G092000,Pavagv11025497m
Sobic.001G092100,Pavagv11025499m
Sobic.001G092200,Pavagv11025500m
Sobic.001G092250,No Gene
Sobic.001G092300,Pavagv11025505m
Sobic.001G092400,No Gene
Sobic.001G092500,Pavagv11025506m
Sobic.001G092600,Pavagv11025507m
Sobic.001G092650,No Gene
Sobic.001G092700,No Gene
Sobic.001G092800,No Gene
Sobic.001G093000,Pavagv11025510m
Sobic.001G093100,Pavagv11025509m
Sobic.001G093200,Pavagv11025513m
Sobic.001G093300,Pavagv11025516m
Sobic.001G093400,No Gene
Sobic.001G093500,Pavagv11025517m
Sobic.001G093600,No Gene
Sobic.001G093666,No Gene
Sobic.001G093732,No Gene
Sobic.001G093800,Pavagv11025519m
Sobic.001G093900,Pavagv11025521m
Sobic.001G094000,Pavagv11025523m
Sobic.001G094100,No Gene
Sobic.001G094200,No Gene
Sobic.001G094300,Pavagv11025527m
Sobic.001G094400,Pavagv11025528m
Sobic.001G094500,Pavagv11025529m
Sobic.001G094550,No Gene
Sobic.001G094600,Pavagv11025530m
Sobic.001G094700,No Gene
Sobic.001G094800,Pavagv11025531m
Sobic.001G094900,Pavagv11025532m
Sobic.001G095000,Pavagv11025537m
Sobic.001G095100,Pavagv11025538m
Sobic.001G095200,Pavagv11025539m
Sobic.001G095300,Pavagv11025542m
Sobic.001G095366,No Gene
Sobic.001G095432,Pavagv11025534m
Sobic.001G095500,Pavagv11025544m
Sobic.001G095566,No Gene
Sobic.001G095632,No Gene
Sobic.001G095700,Pavagv11025546m
Sobic.001G095750,No Gene
Sobic.001G095800,Pavagv11025547m
Sobic.001G095900,No Gene
Sobic.001G096000,Pavagv11025549m
Sobic.001G096100,No Gene
Sobic.001G096200,Pavagv11025551m
Sobic.001G096300,Pavagv11025552m
Sobic.001G096400,Pavagv11025553m
Sobic.001G096450,No Gene
Sobic.001G096500,No Gene
Sobic.001G096600,No Gene
Sobic.001G096700,Pavagv11025554m
Sobic.001G096800,Pavagv11025557m
Sobic.001G096833,No Gene
Sobic.001G096866,No Gene
Sobic.001G096900,Pavagv11025558m
Sobic.001G097000,Pavagv11025559m
Sobic.001G097100,Pavagv11025560m
Sobic.001G097200,Pavagv11025563m
Sobic.001G097300,No Gene
Sobic.001G097400,Pavagv11025567m
Sobic.001G097500,Pavagv11025569m
Sobic.001G097600,No Gene
Sobic.001G097700,No Gene
Sobic.001G097800,No Gene
Sobic.001G097900,Pavagv11011259m
Sobic.001G098000,Pavagv11025570m
Sobic.001G098100,Pavagv11011257m
Sobic.001G098200,Pavagv11025575m
Sobic.001G098301,No Gene
Sobic.001G098400,Pavagv11025576m
Sobic.001G098500,Pavagv11025578m
Sobic.001G098600,Pavagv11025580m
Sobic.001G098700,Pavagv11025583m
Sobic.001G098800,Pavagv11025584m
Sobic.001G098900,Pavagv11025585m
Sobic.001G099000,Pavagv11025586m
Sobic.001G099100,Pavagv11025587m
Sobic.001G099200,Pavagv11025588m
Sobic.001G099300,Pavagv11025589m
Sobic.001G099400,Pavagv11025592m
Sobic.001G099500,Pavagv11025597m
Sobic.001G099600,No Gene
Sobic.001G099700,No Gene
Sobic.001G099800,Pavagv11025598m
Sobic.001G099900,Pavagv11025600m
Sobic.001G100000,Pavagv11025601m
Sobic.001G100100,Pavagv11025604m
Sobic.001G100200,Pavagv11025609m
Sobic.001G100400,Pavagv11025610m
Sobic.001G100300,No Gene
Sobic.001G100501,No Gene
Sobic.001G100600,Pavagv11025611m
Sobic.001G100650,No Gene
Sobic.001G100700,No Gene
Sobic.001G100800,No Gene
Sobic.001G100900,No Gene
Sobic.001G101000,No Gene
Sobic.001G101100,Pavagv11025614m
Sobic.001G101200,No Gene
Sobic.001G101300,Pavagv11025617m
Sobic.001G101400,Pavagv11025616m
Sobic.001G101500,Pavagv11025621m
Sobic.001G101600,Pavagv11025622m
Sobic.001G101650,No Gene
Sobic.001G101700,Pavagv11025623m
Sobic.001G101900,Pavagv11025631m
Sobic.001G102000,No Gene
Sobic.001G102100,Pavagv11025633m
Sobic.001G102150,No Gene
Sobic.001G102200,Pavagv11025636m
Sobic.001G102300,Pavagv11025638m
Sobic.001G102350,No Gene
Sobic.001G102400,No Gene
Sobic.001G102500,Pavagv11025640m
Sobic.001G102600,Pavagv11025641m
Sobic.001G102700,Pavagv11025642m
Sobic.001G102800,Pavagv11025644m
Sobic.001G102901,No Gene
Sobic.001G103000,Pavagv11025647m
Sobic.001G103100,Pavagv11025646m
Sobic.001G103200,No Gene
Sobic.001G103300,Pavagv11025649m
Sobic.001G103400,No Gene
Sobic.001G103500,No Gene
Sobic.001G103600,No Gene
Sobic.001G103800,Pavagv11025651m
Sobic.001G103900,No Gene
Sobic.001G104000,Pavagv11025652m
Sobic.001G104050,No Gene
Sobic.001G104100,Pavagv11025657m
Sobic.001G104300,Pavagv11025660m
Sobic.001G104400,Pavagv11025663m
Sobic.001G104500,Pavagv11025664m
Sobic.001G104550,No Gene
Sobic.001G104600,Pavagv11025666m
Sobic.001G104700,Pavagv11025667m
Sobic.001G104800,Pavagv11025672m
Sobic.001G104900,Pavagv11025673m
Sobic.001G105000,Pavagv11025678m
Sobic.001G105100,No Gene
Sobic.001G105200,Pavagv11025679m
Sobic.001G105300,Pavagv11025681m
Sobic.001G105400,Pavagv11025686m
Sobic.001G105500,Pavagv11025689m
Sobic.001G105600,No Gene
Sobic.001G105700,Pavagv11025690m
Sobic.001G105800,Pavagv11025691m
Sobic.001G105900,Pavagv11025696m
Sobic.001G106000,Pavagv11025700m
Sobic.001G106100,Pavagv11025703m
Sobic.001G106200,Pavagv11025705m
Sobic.001G106300,Pavagv11025708m
Sobic.001G106400,Pavagv11025710m
Sobic.001G106500,Pavagv11025712m
Sobic.001G106550,No Gene
Sobic.001G106600,Pavagv11025715m
Sobic.001G106700,Pavagv11025716m
Sobic.001G106800,Pavagv11025717m
Sobic.001G106900,Pavagv11025719m
Sobic.001G107001,No Gene
Sobic.001G107100,No Gene
Sobic.001G107150,No Gene
Sobic.001G107200,Pavagv11025720m
Sobic.001G107300,Pavagv11025721m
Sobic.001G107400,Pavagv11025723m
Sobic.001G107500,No Gene
Sobic.001G107550,No Gene
Sobic.001G107600,Pavagv11025726m
Sobic.001G107700,No Gene
Sobic.001G107800,Pavagv11025727m
Sobic.001G107900,Pavagv11025728m
Sobic.001G108000,Pavagv11025730m
Sobic.001G108100,Pavagv11025731m
Sobic.001G108200,Pavagv11025732m
Sobic.001G108300,No Gene
Sobic.001G108350,No Gene
Sobic.001G108400,Pavagv11025733m
Sobic.001G108500,No Gene
Sobic.001G108600,No Gene
Sobic.001G108700,Pavagv11025734m
Sobic.001G108800,Pavagv11025741m
Sobic.001G108900,Pavagv11025742m
Sobic.001G109000,Pavagv11025743m
Sobic.001G109100,Pavagv11025744m
Sobic.001G109300,Pavagv11025746m
Sobic.001G109400,Pavagv11025747m
Sobic.001G109500,Pavagv11025750m
Sobic.001G109700,Pavagv11025752m
Sobic.001G109800,Pavagv11025755m
Sobic.001G109900,Pavagv11025756m
Sobic.001G110000,Pavagv11025757m
Sobic.001G110100,Pavagv11025761m
Sobic.001G110150,No Gene
Sobic.001G110200,No Gene
Sobic.001G110250,No Gene
Sobic.001G110300,Pavagv11025762m
Sobic.001G110400,No Gene
Sobic.001G110500,Pavagv11025763m
Sobic.001G110600,Pavagv11025764m
Sobic.001G110701,No Gene
Sobic.001G110800,No Gene
Sobic.001G110900,Pavagv11025765m
Sobic.001G110950,No Gene
Sobic.001G111000,Pavagv11025766m
Sobic.001G111150,Pavagv11025767m
Sobic.001G111300,Pavagv11025768m
Sobic.001G111366,No Gene
Sobic.001G111500,Pavagv11025769m
Sobic.001G111432,No Gene
Sobic.001G111600,Pavagv11025774m
Sobic.001G111650,No Gene
Sobic.001G111700,Pavagv11025775m
Sobic.001G111800,Pavagv11025776m
Sobic.001G111850,No Gene
Sobic.001G111900,No Gene
Sobic.001G112000,Pavagv11025789m
Sobic.001G112100,Pavagv11025793m
Sobic.001G112200,Pavagv11025794m
Sobic.001G112250,No Gene
Sobic.001G112300,No Gene
Sobic.001G112350,No Gene
Sobic.001G112400,Pavagv11025796m
Sobic.001G112500,Pavagv11025797m
Sobic.001G112550,Pavagv11025800m
Sobic.001G112600,Pavagv11025801m
Sobic.001G112700,Pavagv11025803m
Sobic.001G112800,No Gene
Sobic.001G112900,Pavagv11025804m
Sobic.001G113000,No Gene
Sobic.001G113200,Pavagv11025805m
Sobic.001G113400,No Gene
Sobic.001G113500,No Gene
Sobic.001G113600,No Gene
Sobic.001G113700,Pavagv11025806m
Sobic.001G113800,Pavagv11025810m
Sobic.001G113900,Pavagv11025813m
Sobic.001G114000,Pavagv11025814m
Sobic.001G114100,No Gene
Sobic.001G114200,Pavagv11025816m
Sobic.001G114300,Pavagv11025822m
Sobic.001G114400,Pavagv11025819m
Sobic.001G114500,Pavagv11025826m
Sobic.001G114550,No Gene
Sobic.001G114600,Pavagv11025828m
Sobic.001G114650,No Gene
Sobic.001G114700,No Gene
Sobic.001G114800,Pavagv11025829m
Sobic.001G114900,No Gene
Sobic.001G115001,Pavagv11025833m
Sobic.001G115100,No Gene
Sobic.001G115200,No Gene
Sobic.001G115300,Pavagv11025834m
Sobic.001G115400,Pavagv11025837m
Sobic.001G115500,Pavagv11025838m
Sobic.001G115600,Pavagv11025839m
Sobic.001G115700,Pavagv11025840m
Sobic.001G115800,Pavagv11025842m
Sobic.001G115900,No Gene
Sobic.001G116000,Pavagv11025843m
Sobic.001G116100,Pavagv11025844m
Sobic.001G116200,Pavagv11025847m
Sobic.001G116300,No Gene
Sobic.001G116400,Pavagv11025849m
Sobic.001G116500,Pavagv11025850m
Sobic.001G116600,Pavagv11025851m
Sobic.001G116650,No Gene
Sobic.001G116700,Pavagv11025852m
Sobic.001G116800,Pavagv11025853m
Sobic.001G116900,Pavagv11025854m
Sobic.001G117000,Pavagv11025855m
Sobic.001G117100,No Gene
Sobic.001G117200,Pavagv11025856m
Sobic.001G117300,No Gene
Sobic.001G117400,Pavagv11025858m
Sobic.001G117500,Pavagv11025859m
Sobic.001G117600,No Gene
Sobic.001G117701,No Gene
Sobic.001G117800,Pavagv11025860m
Sobic.001G117900,No Gene
Sobic.001G118000,Pavagv11025861m
Sobic.001G118050,No Gene
Sobic.001G118100,Pavagv11025863m
Sobic.001G118200,Pavagv11025865m
Sobic.001G118300,Pavagv11025867m
Sobic.001G118400,Pavagv11025868m
Sobic.001G118500,Pavagv11025869m
Sobic.001G118600,Pavagv11025870m
Sobic.001G118700,No Gene
Sobic.001G118800,Pavagv11025871m
Sobic.001G118900,Pavagv11025873m
Sobic.001G119000,Pavagv11025878m
Sobic.001G119100,No Gene
Sobic.001G119200,Pavagv11025879m
Sobic.001G119300,No Gene
Sobic.001G119400,Pavagv11025881m
Sobic.001G119500,No Gene
Sobic.001G119600,Pavagv11025882m
Sobic.001G119700,Pavagv11025884m
Sobic.001G119800,Pavagv11025886m
Sobic.001G119900,Pavagv11025892m
Sobic.001G120000,Pavagv11025893m
Sobic.001G120100,Pavagv11025894m
Sobic.001G120200,Pavagv11025895m
Sobic.001G120300,Pavagv11025896m
Sobic.001G120400,Pavagv11025897m
Sobic.001G120500,Pavagv11025898m
Sobic.001G120600,No Gene
Sobic.001G120700,No Gene
Sobic.001G120750,No Gene
Sobic.001G120800,No Gene
Sobic.001G120850,No Gene
Sobic.001G120900,Pavagv11025901m
Sobic.001G121000,No Gene
Sobic.001G121100,Pavagv11025904m
Sobic.001G121200,Pavagv11025905m
Sobic.001G121300,No Gene
Sobic.001G121400,No Gene
Sobic.001G121500,No Gene
Sobic.001G121600,Pavagv11025908m
Sobic.001G121700,Pavagv11025909m
Sobic.001G121800,No Gene
Sobic.001G121850,No Gene
Sobic.001G121900,Pavagv11025913m
Sobic.001G122000,Pavagv11025914m
Sobic.001G122100,Pavagv11025920m
Sobic.001G122200,Pavagv11025924m
Sobic.001G122300,Pavagv11025927m
Sobic.001G122400,Pavagv11025928m
Sobic.001G122500,Pavagv11025929m
Sobic.001G122600,No Gene
Sobic.001G122700,No Gene
Sobic.001G122766,Pavagv11025930m
Sobic.001G122832,Pavagv11025931m
Sobic.001G122900,Pavagv11025933m
Sobic.001G123000,No Gene
Sobic.001G123100,Pavagv11025937m
Sobic.001G123201,No Gene
Sobic.001G123300,Pavagv11025938m
Sobic.001G123400,Pavagv11025939m
Sobic.001G123500,Pavagv11025940m
Sobic.001G123600,Pavagv11025941m
Sobic.001G123650,No Gene
Sobic.001G123700,Pavagv11025942m
Sobic.001G123800,No Gene
Sobic.001G123900,No Gene
Sobic.001G124000,Pavagv11025943m
Sobic.001G124100,Pavagv11025944m
Sobic.001G124200,Pavagv11025946m
Sobic.001G124300,Pavagv11025947m
Sobic.001G124400,Pavagv11025948m
Sobic.001G124500,Pavagv11025949m
Sobic.001G124600,Pavagv11025950m
Sobic.001G124800,Pavagv11025952m
Sobic.001G124900,No Gene
Sobic.001G125000,Pavagv11025953m
Sobic.001G125100,Pavagv11025954m
Sobic.001G125200,Pavagv11025955m
Sobic.001G125300,Pavagv11025957m
Sobic.001G125400,No Gene
Sobic.001G125500,Pavagv11025958m
Sobic.001G125600,No Gene
Sobic.001G125700,No Gene
Sobic.001G125800,Pavagv11025963m
Sobic.001G125900,Pavagv11025964m
Sobic.001G126000,No Gene
Sobic.001G126100,Pavagv11025966m
Sobic.001G126200,Pavagv11025968m
Sobic.001G126300,Pavagv11025969m
Sobic.001G126400,No Gene
Sobic.001G126500,No Gene
Sobic.001G126600,Pavagv11025970m
Sobic.001G126800,Pavagv11000589m
Sobic.001G126900,Pavagv11000590m
Sobic.001G127000,Pavagv11000593m
Sobic.001G127100,No Gene
Sobic.001G127200,Pavagv11000595m
Sobic.001G127300,No Gene
Sobic.001G127400,Pavagv11000598m
Sobic.001G127500,Pavagv11000600m
Sobic.001G127600,Pavagv11000601m
Sobic.001G127700,Pavagv11000602m
Sobic.001G127800,Pavagv11000605m
Sobic.001G128000,Pavagv11000606m
Sobic.001G128100,Pavagv11000607m
Sobic.001G128200,No Gene
Sobic.001G128300,Pavagv11000608m
Sobic.001G128400,Pavagv11000610m
Sobic.001G128500,Pavagv11000611m
Sobic.001G128600,Pavagv11000612m
Sobic.001G128800,No Gene
Sobic.001G128900,Pavagv11000615m
Sobic.001G129000,No Gene
Sobic.001G129100,No Gene
Sobic.001G129150,No Gene
Sobic.001G129200,No Gene
Sobic.001G129300,Pavagv11000617m
Sobic.001G129400,Pavagv11000618m
Sobic.001G129500,Pavagv11000619m
Sobic.001G129600,Pavagv11000620m
Sobic.001G129650,No Gene
Sobic.001G129700,No Gene
Sobic.001G129750,No Gene
Sobic.001G129800,No Gene
Sobic.001G129900,Pavagv11000621m
Sobic.001G130000,Pavagv11000622m
Sobic.001G130100,Pavagv11000623m
Sobic.001G130200,Pavagv11000626m
Sobic.001G130301,Pavagv11000628m
Sobic.001G130400,Pavagv11000629m
Sobic.001G130500,No Gene
Sobic.001G130600,Pavagv11000630m
Sobic.001G130700,Pavagv11000633m
Sobic.001G130800,Pavagv11000637m
Sobic.001G130900,Pavagv11000638m
Sobic.001G131001,Pavagv11000639m
Sobic.001G131100,Pavagv11000640m
Sobic.001G131200,No Gene
Sobic.001G131300,Pavagv11000643m
Sobic.001G131400,Pavagv11000645m
Sobic.001G131500,No Gene
Sobic.001G131600,Pavagv11000654m
Sobic.001G131700,Pavagv11000655m
Sobic.001G131800,No Gene
Sobic.001G131900,Pavagv11000657m
Sobic.001G132000,No Gene
Sobic.001G132100,No Gene
Sobic.001G132200,Pavagv11000658m
Sobic.001G132300,Pavagv11000664m
Sobic.001G132400,Pavagv11000665m
Sobic.001G132500,No Gene
Sobic.001G132600,Pavagv11000667m
Sobic.001G132800,Pavagv11000668m
Sobic.001G132900,Pavagv11000669m
Sobic.001G133000,Pavagv11000670m
Sobic.001G133100,No Gene
Sobic.001G133200,No Gene
Sobic.001G133300,No Gene
Sobic.001G133400,No Gene
Sobic.001G133466,No Gene
Sobic.001G133532,No Gene
Sobic.001G133600,Pavagv11000699m
Sobic.001G133800,No Gene
Sobic.001G133900,Pavagv11000673m
Sobic.001G134000,No Gene
Sobic.001G134100,Pavagv11000674m
Sobic.001G134150,No Gene
Sobic.001G134200,Pavagv11000675m
Sobic.001G134300,Pavagv11000678m
Sobic.001G134400,Pavagv11000680m
Sobic.001G134500,Pavagv11000681m
Sobic.001G134600,Pavagv11000682m
Sobic.001G134700,Pavagv11000684m
Sobic.001G134800,Pavagv11000685m
Sobic.001G134900,Pavagv11000686m
Sobic.001G135000,Pavagv11000699m
Sobic.001G135100,Pavagv11000688m
Sobic.001G135200,Pavagv11000689m
Sobic.001G135300,Pavagv11000690m
Sobic.001G135400,Pavagv11000691m
Sobic.001G135500,Pavagv11000692m
Sobic.001G135600,Pavagv11000696m
Sobic.001G135650,No Gene
Sobic.001G135700,No Gene
Sobic.001G135800,No Gene
Sobic.001G135900,Pavagv11000704m
Sobic.001G135950,No Gene
Sobic.001G136000,Pavagv11000705m
Sobic.001G136150,No Gene
Sobic.001G136300,Pavagv11000708m
Sobic.001G136400,No Gene
Sobic.001G136500,Pavagv11000710m
Sobic.001G136600,Pavagv11000711m
Sobic.001G136800,No Gene
Sobic.001G136850,No Gene
Sobic.001G136900,Pavagv11000714m
Sobic.001G137000,Pavagv11000715m
Sobic.001G137050,No Gene
Sobic.001G137100,Pavagv11000721m
Sobic.001G137200,Pavagv11000725m
Sobic.001G137300,No Gene
Sobic.001G137400,Pavagv11000728m
Sobic.001G137500,No Gene
Sobic.001G137600,No Gene
Sobic.001G137800,No Gene
Sobic.001G137900,No Gene
Sobic.001G138000,No Gene
Sobic.001G138100,No Gene
Sobic.001G138200,Pavagv11000738m
Sobic.001G138300,Pavagv11000744m
Sobic.001G138400,No Gene
Sobic.001G138500,No Gene
Sobic.001G138600,Pavagv11000748m
Sobic.001G138700,No Gene
Sobic.001G138800,Pavagv11000749m
Sobic.001G138900,Pavagv11000750m
Sobic.001G139001,Pavagv11000751m
Sobic.001G139100,Pavagv11000752m
Sobic.001G139200,Pavagv11000754m
Sobic.001G139300,Pavagv11000757m
Sobic.001G139400,No Gene
Sobic.001G139500,No Gene
Sobic.001G139600,No Gene
Sobic.001G139700,Pavagv11000758m
Sobic.001G139750,No Gene
Sobic.001G139800,Pavagv11000761m
Sobic.001G139850,No Gene
Sobic.001G139900,Pavagv11000766m
Sobic.001G140000,Pavagv11000768m
Sobic.001G140101,Pavagv11000770m
Sobic.001G140200,Pavagv11000772m
Sobic.001G140300,Pavagv11000773m
Sobic.001G140400,Pavagv11000774m
Sobic.001G140600,Pavagv11000776m
Sobic.001G140700,Pavagv11000781m
Sobic.001G140800,Pavagv11000783m
Sobic.001G140900,Pavagv11000794m
Sobic.001G140950,No Gene
Sobic.001G141000,No Gene
Sobic.001G141100,No Gene
Sobic.001G141200,Pavagv11000797m
Sobic.001G141300,Pavagv11000798m
Sobic.001G141333,No Gene
Sobic.001G141366,No Gene
Sobic.001G141400,Pavagv11000801m
Sobic.001G141500,No Gene
Sobic.001G141600,Pavagv11000805m
Sobic.001G141700,Pavagv11000807m
Sobic.001G141800,Pavagv11000810m
Sobic.001G141900,Pavagv11000814m
Sobic.001G142000,Pavagv11000815m
Sobic.001G142100,Pavagv11000816m
Sobic.001G142200,Pavagv11000818m
Sobic.001G142300,Pavagv11000820m
Sobic.001G142400,Pavagv11000821m
Sobic.001G142501,No Gene
Sobic.001G142600,Pavagv11000826m
Sobic.001G142700,No Gene
Sobic.001G142800,Pavagv11000828m
